ID,Description,Entry_ID,Comment,Synonym,alt_translation1,alt_translation2
SN003020,"big-headed, stubborn, bullheaded",umasapa,,,"cabezón, despeinado, terca",umasapa
SN003021,"a/an (m), one (m)",un,,,un,shuc
SN003022,"a/an (f), one (f)",una,,,una,shuc
SN003023,nail (figure/ toe),LX000197,,,uña,sillu
SN003024,one time,una_vez,,LX000202,una vez,"una ves, shuc viaji"
SN003025,"unique, just, only, alone",unico,,solo,"único, solo","solo, -lla"
SN003026,"united, close (e.g., relationship), connected",unido,,juntos,unido,tandanacushca
SN003027,unified,unificado,,,unificado,unificado
SN003028,"uniform (school), suit",uniforme,,,"uniforme (para la escuela), terno",uniforme (yachanahuasipa)
SN003029,one (just),unito,"Diminutivo de ""uno"".",,unito,"shuclla, shucgo"
SN003030,university,universidad,,,universidad,universidad
SN003031,"a/an (m), one (m)",uno,,,uno,shuc
SN003032,mountain,urcu,,,"montaña, cerro",urcu
SN003033,"immediate, urgent",urgente,,,urgente,apurospe
SN003034,"use, put, utilize",usana,,utilisana,"usar, utilizar",minishtina
SN003035,use,uso,,,uso,uso
SN003036,"school supplies, school equipment, utilities, equipment",utilis,,,"útiles (escolares), equipo, utilidades",utilis
SN003037,"utilize, use",utilisana,,usana,"utilizar, usar","minishtina, churana"
SN003038,golden berry,uvillas,"Se encuentra también con el pluralizador del español ""s"".",,uvilla,uvillas
SN003039,cow,vaca,,,vaca,huagra
SN003040,"vacation, holiday",vacacion,,,vacación,vacacion
SN003041,"empty, drain",vaciana,,,"vaciar, desocupar",lugariachina
SN003042,"base salary, minimum wage",vacico,,,básico (sueldo),vacico
SN003043,empty,vacio,,,vacío,chushac
SN003044,"cow (juvenile), heifer",vacona,,vaquilla,"vacona, vaquilla","vacona, huagra, vaquilla"
SN003045,vaccinator (f),vacunadora,,,vacunadora,vacunadora (huarmipa)
SN003046,vaccinate,vacunana,,,vacunar,vacunana
SN003047,"vaccinated animal, vaccination, vaccine",vacunashca,,,"vacunado (animal), vacunación, vacuna",vacunashca
SN003048,dancer,vailandera,Sustantivo atribuido a una persona que baila mucho.,bailadora,"bailadera, bailadora","tushudura, faguadura"
SN003049,"slope, downhill",vajada,,,bajada,uriaqui
SN003050,bucket,valde,,,valde,valde
SN003051,"brave, courageous",valiente,,,valiente,"jariashca, valiente, sinchi"
SN003052,"cost, waste",LX000198,,costana,"costar, valer",valina
SN003053,"work, useful for (be), good for (be)",LX000199,,servina,"valer, servir",valina
SN003054,Chota valley,Valle_de_Chota,Valle ubicado en la provincia de Imbabura.,,Valle del Chota,Valle de chota
SN003055,price,valor,"Sustantivo que casi siempre va seguido por la preposición del español ""de + número"".",,valor,valor
SN003056,"value, serve, worth (be)",valorana,,,valorar,valorana
SN003057,"evaluate, assess, review",valuana,"Abreviación de ""evalurana"".",,evaluar,ricuna
SN003058,Vanessa,Vanesa,Nombre propio (persona).,,Vanesa,Vanesa
SN003059,"cow (juvenile), heifer",vaquilla,,vacona,"vaquilla, vacona","vacona, huagra, vaquilla"
SN003060,glass (for drinking),vaso,,pilche,vaso,pilche
SN003061,"see! (informal), look! (informal), you see?! (informal)",ve,"Expresión derivada del español ""ve""; esta palabra no adquiere morfología verbal.",,ve!,"ricuy!, jala!, jalau!"
SN003062,times,veces,"Plural de ""vez'.",,veces,"veces, viaji, yupay + puncha/ oras/ quilla/ huata"
SN003063,Vega,Vega,Apellido y nombre de la hacienda que se encuentra ubicada al este de Pijal.,,Vega,Vega
SN003064,"vegetable shortening, Crisco",vegetal,,,vegetal (manteca vegetal),vegetal vira
SN003065,twenty-two,veintidos,,,veintidós,"ventedos, ishcay chunga ishcay"
SN003066,"see!, look at it!, see it!",vele,"Expresión derivada del español ""ve + le""; esta palabra no adquiere morfología verbal.",,"ve!, vele!",ricuy!
SN003067,funeral,velorio,,,"velorio, funeral",velorio
SN003068,see,vena,,chapana,ver,ricuna
SN003069,vein,LX000200,,,vena,angu
SN003070,"bud, pod",LX000201,,,vaina,angu
SN003071,deer,venado,,,venado,venado
SN003072,seller (m),vendedor,,,vendedor,jatudur
SN003073,seller (f),vendedora,,,vendedora,jatudura
SN003074,sell,vendena,,,vender,jatuna
SN003075,sellable,vendible,,,vendible,jaturyn
SN003076,"holy, blessed",vendita,,,bendita,vendita
SN003077,"poison, venom",veneno,,,veneno,veneno
SN003078,window,ventana,,,ventana,ventana
SN003079,twenty,vente,,,veinte,"vente, ishcay chunga"
SN003080,twenty-four,ventecuatro,,,veinticuatro,"ventecuatro, ishcay chunga chuscu"
SN003081,twenty-seven,ventesiete,,,veintisiete,"veintisiete, ishcay chunga chanchis"
SN003082,summer,verano,,,verano,chaquishca
SN003083,green,verde,,,verde,virdi
SN003084,turn green (as soon as something),verdiana,,,hacerse verde (apenas que),virdiana
SN003085,"vegetables, greens",verduras,"Se encuentra casi siempre con el pluralizador del español ""s"".",vegetal,verduras,verdura
SN003086,"embarrassment, shame",verguensa,,,vergüenza,pinganayay
SN003087,"watch, observe",veriana,,,"ver, mirar, observar",ricuriana
SN003088,Verna,Verna,Nombre propio (persona).,,Verna,Verna
SN003089,dress,vestido,,,vestido,vestido
SN003090,clothing (traditional),vestimenta,,ropa,"vestimenta tradicional, ropa tradicional",churana
SN003091,"dress, get dressed, wear",vestina,,,vestir,"ponena, churana"
SN003092,"veterinary, veterinarian, vet",veterinario,,,veterinario,"huagrata jambidur, huihuata jambidur"
SN003093,drink,vevida,,,bebida,ofiana
SN003094,live,vevina,,,vivir,causana
SN003095,neighbor (f),vezina,,,vecina,vizina
SN003096,neighbor (m),vezino,,,vecino,vezinu
SN003097,"via, road, highway",via,,,vía,"ricto ñan, jatun ñan"
SN003098,travel,viajana,,,viajar,"caruman rina, carumanta shamuna, viajana, purina"
SN003099,"time, one time, that time",LX000202,"Se encuentra también con el pluralizador del español ""s"".",,vez,"viaji, ves"
SN003100,"Vicente, Vincent",Vicenti,Nombre propio (persona).,,Vicente,Vicenti
SN003101,vice president (f),vicepresidenta,,,vicepresidenta,"catiprisidenti (huarmipa), caticabildo (huarmipa)"
SN003102,vice president (m),vicepresidente,,,vicepresidente,"cativiseprisidenti (jaripa), caticabildo (jaripa)"
SN003103,face up (e.g. laying on one's back),vichay_singa,"Expresión fija derivada del quichua: ""vichay + singa"".",,boca arriba,vichay singa
SN003104,"show, indicate",vichina,,amotrana ; motrana,"mostrar, hacer ver, indicar",ricuchina
SN003105,life,vida,,,vida,causay
SN003106,"old woman, elder (f), old (f)",vieja,,,vieja,"paya mama, paya, mayor"
SN003107,"old man, elder (m), old (m)",viejo,,,viejo,"rucu, mayor"
SN003108,"grow old, age",viejoyana,,,envejecer,envejecer
SN003109,wind,viento,,,viento,huayra
SN003110,Friday,viernes,Día de la semana.,,viernes,viernes
SN003111,beam (support),viga,,,"viga, poste",viga
SN003112,"watch, protect",vigilana,,,vigilar,"chapana, ricuna"
SN003113,wine,vino,,,vino,vino
SN003114,"violet, purple",violeta,,,violeta,violeta
SN003115,"lard, fat",vira,,manteca,"manteca, grasa",vira
SN003116,smallpox,viruela,,,viruela,viruela
SN003117,visitor,visita,,,"visita, visitante",visita
SN003118,visit,visitana,,,visitar,"visitana, ricuna"
SN003119,great-granddaughter,visnieta,,,bisnieta,visnieta
SN003120,great-grandson,visnieto,,,bisnieto,visnieto
SN003121,"eve, the day before",visperas,,,vísperas,antisipana
SN003122,vitamin,vitamina,,,vitamina,vitamina
SN003123,widow,viuda,,,viuda,sapalla
SN003124,widower,viudo,,,viudo,viudu
SN003125,"scammer (f), fraudster (f), cheat (f), trickster (f), dishonest (f)",viva,,,viva,juishiupi
SN003126,those that live,vivic,,,los que viven,causac
SN003127,"scammer (m), fraudster (m), cheat (m)",LX000203,,,vivísimo,"vivo vivo (nali), juishiupi"
SN003128,"smart (very), intelligent (very), sharp (very), keen (very)",LX000204,"Aumentativo de ""vivo"".",,"inteligente (muy), pilas (muy)",vivo vivo (ali huma)
SN003129,"in the time of, in the past, when one lived, where one lived",viviuras,"Expresión fija derivada del español: ""vivi(r) + horas"".",,"en el tiempo de, en el pasado, en su tiempo, cuando uno vivía, dónde uno vivía",causac uras
SN003130,"scammer (m), fraudster (m), cheat (m), trickster (m), dishonest (f)",LX000205,,,vivo,"juishiupi, vivo (nali)"
SN003131,"smart, intelligent, sharp, keen",LX000206,,,"inteligente, pilas",vivo (ali huma)
SN003132,alive,LX000207,,,vivo,causac
SN003133,"scammer, fraudster, cheat",vivoyaspa,,LX000176,"vivo, astuto, estafador","causayashca, vivoyaspa, vivoyashca"
SN003134,"president, spokesperson",vocal,,,"vocal, líder de la comunidad, presidente",prisidinti
SN003135,fly,volana,,,volar,vulana
SN003136,volcano,volcan,,,volcán,urcu
SN003137,"return, come back",volmuna,"Forma abreviada de ""volvimuna"".",,"volver, regresar",tigramuna
SN003138,voluntary,voluntario,,,voluntario,voluntario
SN003139,"return, come back",volvimuna,,regresana,"volver, regresar",tigramuna
SN003140,"you (informal, sing.)",vos,,,vos,"quiquin, can"
SN003141,voice,LX000208,,,voz,"shimi, vos"
SN003142,"you guys, you all, you (pl.)",voscuna,,,ustedes,"quiquincuna, cancuna"
SN003143,"you (formal, sing.)",voste,,,usted,quiquin
SN003144,"voting, poll, ballot",votacion,,,votación,votacion
SN003145,button,voton,,,botón,voton
SN003146,voice,voz,,,voz,shimi
SN003147,"instead, again, once again",vuelta,,,"en cambio, de nuevo, otra vez",cutin
SN003148,noise,vullayashca,,,bulla,agaquishca
SN003149,and,y,,,y,"y, -pish, -pash"
SN003150,"already, okay",ya,,,"ya, bueno",ña
SN003151,"again, one more time",yabuelta,"Palabra compuesta derivada del español: ""y + vuelta"".",,"ya vuelta, otra vez","ña tigramu, cutin"
SN003152,water,yacu,Sustantivo que no es común.,agua,agua,yacu
SN003153,Yacu Rrumi,Yacu_Rrumi,Estribación que se encuentra cerca de Pijal.,,Yacu Rumi,Yacu Rrumi
SN003154,blood,yahuar,,sangre,sangre,yahuar
SN003155,think,yana,,pensana,pensar,"yuyana, yana"
SN003156,"everything, whatever, anything, all, nothing, in vain",yanga,Pronombre usado en oraciones negativas.,,"todo, lo que sea, cualquier, nada, en vano","yanga, nima"
SN003157,"not anymore, anymore, no longer",yano,"Palabra compuesta derivada del español: ""yo + no"".",,ya no,nima
SN003158,"firewood, wood",yanta,,LX000106,leña,yanta
SN003159,cook,yanuna,,cotsnana,cocinar,yanuna
SN003160,"now what?, what do we do now?",yaora,"Expresión fija derivada del español: ""y + ahora"".",,y ahora?,cunaga?
SN003161,"extra, too much",yapa,,,"demás, yapa, extra, demasiado",yapa
SN003162,give an extra portion,yapana,,,"poner una porción adicional, poner y dar yapa",yapachina
SN003163,hunger,yarjai,,jambre,hambre,yarjai
SN003164,Yaruqui,Yaruqui,Parroquia rural que forma parte del Distrito Metropolitano de Quito.,,Yaruqui,Yaruqui
SN003165,you see?!,yavis,"Expresión fija derivada del español: ""ya + vez"".",,ya ves!,ña rricungui shinami!
SN003166,mare (female horse),yihua,,,yegua,yigua
SN003167,I,yo,,,yo,ñuca
SN003168,Yunga,Yunga,Sustantivo que significa: antes iban a trabajar hasta 3 meses y regresaban.,,Yunga,Yunga
SN003169,yoke of oxen,yunta,,,yunta,yunta
SN003170,"plant, tree",yura,,,"planta, árbol",yura
SN003171,thoughts,yuyai,,pensamiento,pensamiento,yuyai
SN003172,think,yuyana,,pensana,pensar,yuyaina
SN003173,carrot,zanaoria,,,zanahoria,zañora
SN003174,"corn, maize",zara,,,"maíz, choclo","zara, chucllu"
SN003175,"cortaderia, pamba grass, stick used for winding wool",zigzi,,,"sigse (planta), cortaderia, palo para hilar",zigzi
SN003176,Zoila,Zoila,Nombre propio (persona).,,Zoila,Zoila
SN003177,fox,zorro,,LX000007,zorro,añan
SN003178,zunfo,zunfo,Planta medicinal. Nombre científico: micromeria nubigena.,,zunfo,zunfo jambiyura
SN003179,topic/ focus ; gloss: TOP,-ca,~Este morfema se usa para señalar al tema o el enfoque en la oración.,,focalizador/ tema ; Glosa: FOC,-ca/-ga
SN003180,polar questions (yes/no) ; gloss: Q.yn,-chu,~Este morfema se usa para señalar preguntas polares (si/no).,,pregunta polar (si/ no) ; glosa: Q.sn,-chu
SN003181,negation (no) ; gloss: NEG,LX000209,~Este morfema se usa para indicar que una oración es negativa (ej.: no).,,negación (no) ; glosa: NEG,-chu
SN003182,pluralizer (-s) ; gloss: PL,-cuna,~Este morfema se usa para indicar que un sustantivo es plural (ej.: -s).,,pluralizador (-s) ; glosa: PL,-cuna
SN003183,instrumental (with - objects) ; gloss: INST,-huan,~Este morfema se usa para indicar que un sustantivo es el instrumento usado por el agente (ej.: con el cuchillo).,,instrumental (con - objetos) ; glosa: INST,-huan
SN003184,comitative (with - persons) ; gloss: COM,-ndi,~Este morfema se usa para codificar el acompañamiento (con una persona).,,comitativo (con - personas) ; glosa: COM,-ndin
SN003185,terminative (until) ; gloss: TERM,-cama,~Este morfema se usa para indicar el final o el límite de una acción (ej.: hasta la esquina).,,terminativo (hasta) ; glosa: TERM,-cama(n)
SN003186,limitative (just/ only) ; gloss: LIM,-lla,"~Este morfema se usa para restringir o limitar la acción de un verbo, o indicar precisión de un sustantivo (ej.: Justo se fue/ Solo ella se fue.).",,limitativo (nomás) ; glosa: LIM,-lla
SN003187,allative (to) ; gloss: DIR,-man,~Este morfema se usa para indicar movimiento hacia un lugar (ej.: a la esquina).,,alativo (a) ; glosa: DIR,-man
SN003188,ablative (from) ; gloss: ABL,-manta,~Este morfema se usa para indicar movimiento desde un lugar (ej.: de la esquina).,,ablativo (de/desde) ; glosa: ABL,-manta
SN003189,validator (first hand information) ; gloss: VAL,-mi,~Este morfema se usa para señalar que la información del enunciado es de primera mano.,,validativo (información de primer mano) ; glosa: VAL,-mi/-ma
SN003190,possessive (genitive)/ benefactive (-'s/for) ; gloss: POSS/ BEN,-pa,"~Este morfema tiene dos funciones: la primera se usa para indicar al poseedor de un sustantivo (ej.: el hueso del perro), y la segunda se usa en casos donde en español se implementa ""para"" (propósito).",,posesivo (genitivo)/ benefactivo (de/ para) ; glosa: POS/BEN,-pa
SN003191,superlative (-est/ grand-) ; gloss: SUPER,-pacha,"~Este morfema se usa para expresar intensidad o el grado más alto en calidad (en español: muy, -ísimo, etc.).",,superlativo (lo más) ; glosa: SUPER,-pacha
SN003192,orientative ; gloss: ORI,-pacman,~Este morfema se usa para orientar al oyente hacia un hogar o negocio de alguien (ej.: la casa de Lucía o la oficina del doctor).,,orientativo ; glosa: ORI,-pacman
SN003193,depreciative/ pejorative ; gloss: PEJ.f,-paya,~Este morfema se usa para criticar o despreciar referentes femeninos (en español: vieja).,,despreciativo/ peyorativo ; glosa: PEY.f,-paya
SN003194,locative (in/ at) ; gloss: LOC,-pi,"~Este morfema se usa para señalar la ubicación de un sustantivo (ej.: en la tienda), o punto de referencia (ej.: ahí, aquí).",,locativo (en) ; glosa: LOC,-pi
SN003195,conjunction (and/ or/ but) ; gloss: CONJ,-pash,"~Este morfema es parecido a una conjunción en español (ej.: y, o, ambos,ni).",,conjunción (y/o/pero) ; glosa: CONJ,-pish/-pash
SN003196,intrative (among) ; gloss: INTRA,-pura,"~Este morfema se usa para expresar el concepto en español de: ""entre"" ""en la mitad"".",,intrativo (entre) ; glosa: INTRA,-pura
SN003197,depreciative/ pejorative ; gloss: PEJ.m,-rucu,~Este morfema se usa para criticar o despreciar a referentes masculinos.,,despreciativo/ peyorativo ; glosa: PEY.m,-rucu
SN003198,augmentative (big-) ; gloss: AUG,-sapa,~Este morfema se usa para expresar exageración en tamaño (ej.: cabezón).,,aumentativo (-ísimo) ; glosa: AUG,-sapa
SN003199,semblative/ equative (like) ; gloss: SEMB,-shna,~Este morfema se usa para indicar similitud o semejanza (ej.: parece una casa),,semblativo (parece a) ; glosa: SEMB,-shna
SN003200,supersessive (on/ above) ; gloss: SUPE,-jahua,~Este morfema se usa para indicar que algo o alguien está posicionado encima (ej.: El árbol está encima de la casa),,supersesivo (en/ encima) ; glosa: SUPE,-jahua
SN003201,direct object ; gloss: OBJ/ ACC,-ta,"~Este morfema se usa para señalar al objeto directo en una oración (ej.: ""Gato"" en la frase, ""Yo quiero un gato"".)",,objeto directo/ acusativo ; glosa: OBJ/AC,-ta/-da
SN003202,non-polar questions (wh-questions) ; gloss: Q.wh,LX000210,~Este morfema se usa para indicar que la pregunta enunciada requiere una respuesta elaborada y no una respuesta de si o no (ej.: ¿Cuántos años tienes?),,pregunta no polar ; glosa: Q.np,-ta(c)
SN003203,et cetra ('among other things') ; gloss: ETC,-ima,"~Este morfema se usa para señalar cosas adicionales, pero que no son nombradas. En español se traduce como ""etcétera"", ""demás"" o ""entre otras cosas"".",,"etcétera (""entre otras cosas"") ; glosa: ETC",-ima
SN003204,agent (-er) ; gloss: AGT,-c,~Este morfema se usa para crear sustantivos que realizan la acción de un verbo de otras categorías gramaticales (ej. -or; -ora; -ista; -ero; -era; -ario; -aria). Origen Quichua.,,agentivo (-dor/ -dora) ; glosa: AGT,-c
SN003205,agent (-er) ; gloss: AGT,-dor,~Este morfema se usa para crear sustantivos que realizan la acción de un verbo de otras categorías gramaticales (ej. -or; -ora; -ista; -ero; -era; -ario; -aria). Origen Español.,,agentivo (-dor/ -dora) ; glosa: AGT.sp,-dur
SN003206,affirmative (confirming first hand information) ; gloss: AFF,-mari,~Este morfema se usa para señalar enfáticamente que la información del enunciado es de primera mano (ej.: yo sé que...).,,afirmativo (confirmando información de primer mano) ; glosa: AF,-mari
SN003207,conjecture (opinion based on incomplete information) ; gloss: CJTR,-shi,~Este morfema se usa para señalar que la información del enunciado es inconclusa (ej.: puede ser que).,,conjetura (opinión basada en información inconclusa) ; glosa: CJTR,-shi
SN003208,dubitative (expressing doubt) ; gloss: DUB,-chari,~Este morfema se usa para señalar que la información del enunciado es dudosa (ej.: no sé pero…/ no creo pero...).,,dubitativo (duda) ; glosa: DUB,-chari
SN003209,supposition (uncertain believe) ; gloss: SUP,-yari,~Este morfema se usa para suponer que la información del enunciado es cierta (ej.: creo que…/ pienso que…),,suposición (idea que se supone cierto) ; glosa: SUP,-yari
SN003210,reflexive (-self) ; gloss: REFL,-ri,~Este morfema se usa para indicar que la acción de un verbo se realiza a sí mismo (ej.: Yo me lavo.),,reflexivo (se) ; glosa: REFL,-ri
